"REF_DATE","GEO","DGUID","Trade","Basis","Seasonal adjustment","Principal trading partners","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","5182.5","","","","1"
"2017-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","5342.1","","","","1"
"2017-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","5521.6","","","","1"
"2017-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","5189.0","","","","1"
"2018-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","5137.5","","","","1"
"2018-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","5339.9","","","","1"
"2018-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","5413.7","","","","1"
"2018-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","4965.3","","","","1"
"2019-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","5161.7","","","","1"
"2019-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","5426.5","","","","1"
"2019-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","5020.2","","","","1"
"2019-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","4871.2","","","","1"
"2020-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","4886.7","","","","1"
"2020-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","2534.2","","","","1"
"2020-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","4537.4","","","","1"
"2020-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","5064.1","","","","1"
"2021-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","4777.6","","","","1"
"2021-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","4832.8","","","","1"
"2021-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","4931.3","","","","1"
"2021-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","5432.5","","","","1"
"2022-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","5768.0","","","","1"
"2022-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","6215.7","","","","1"
"2022-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","6640.4","","","","1"
"2022-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","6336.6","","","","1"
"2023-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","7013.7","","","","1"
"2023-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","6938.2","","","","1"
"2023-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","7357.6","","","","1"
"2023-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","7432.7","","","","1"
"2024-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","6993.1","","","","1"
"2024-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","7520.3","","","","1"
"2024-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","7346.5","","","","1"
"2024-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","7392.1","","","","1"
"2025-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","8036.4","","","","1"
"2025-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","8856.6","","","","1"
"2025-07","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","9102.0","","","","1"
"2025-10","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","8984.0","","","","1"
"2026-01","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","9544.9","","","","1"
"2026-04","Canada","2021A000011124","Import","Balance of payments","Seasonally adjusted","Mexico","Dollars","81","millions","6","v1001838594","1.1.2.2.12","10317.2","","","","1"
"2001-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838699","1.2.2.2.1","108005.1","","","","1"
"2001-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838699","1.2.2.2.1","101384.9","","","","1"
"2001-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838699","1.2.2.2.1","98658.6","","","","1"
"2002-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838699","1.2.2.2.1","100939.0","","","","1"
"2002-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838699","1.2.2.2.1","102122.2","","","","1"
"2002-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838699","1.2.2.2.1","104890.2","","","","1"
"2002-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838699","1.2.2.2.1","105117.3","","","","1"
"2003-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838699","1.2.2.2.1","105779.0","","","","1"
"2003-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838699","1.2.2.2.1","96627.8","","","","1"
"2003-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838699","1.2.2.2.1","97457.6","","","","1"
"2003-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838699","1.2.2.2.1","98396.6","","","","1"
"2004-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838699","1.2.2.2.1","100995.2","","","","1"
"2004-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838699","1.2.2.2.1","111014.1","","","","1"
"2004-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838699","1.2.2.2.1","110319.8","","","","1"
"2004-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838699","1.2.2.2.1","105925.1","","","","1"
"2005-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838699","1.2.2.2.1","107203.5","","","","1"
"2005-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838699","1.2.2.2.1","109312.7","","","","1"
"2005-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838699","1.2.2.2.1","113521.9","","","","1"
"2005-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838699","1.2.2.2.1","119397.0","","","","1"
"2006-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838699","1.2.2.2.1","112978.6","","","","1"
"2006-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838699","1.2.2.2.1","111974.2","","","","1"
"2006-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838699","1.2.2.2.1","113277.4","","","","1"
"2006-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838699","1.2.2.2.1","114718.6","","","","1"
"2007-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838699","1.2.2.2.1","119179.2","","","","1"
"2007-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838699","1.2.2.2.1","119214.4","","","","1"
"2007-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838699","1.2.2.2.1","113365.6","","","","1"
"2007-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838699","1.2.2.2.1","110550.5","","","","1"
"2008-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838699","1.2.2.2.1","116990.9","","","","1"
"2008-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838699","1.2.2.2.1","127787.3","","","","1"
"2008-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838699","1.2.2.2.1","129460.9","","","","1"
"2008-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838699","1.2.2.2.1","113945.8","","","","1"
"2009-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838699","1.2.2.2.1","95198.9","","","","1"
"2009-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838699","1.2.2.2.1","87704.9","","","","1"
"2009-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838699","1.2.2.2.1","90313.7","","","","1"
"2009-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838699","1.2.2.2.1","94884.0","","","","1"
"2010-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838699","1.2.2.2.1","98383.4","","","","1"
"2010-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838699","1.2.2.2.1","100244.5","","","","1"
"2010-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838699","1.2.2.2.1","100491.8","","","","1"
"2010-10","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838699","1.2.2.2.1","105732.4","","","","1"
"2011-01","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838699","1.2.2.2.1","109762.2","","","","1"
"2011-04","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838699","1.2.2.2.1","110005.4","","","","1"
"2011-07","Canada","2021A000011124","Export","Balance of payments","Seasonally adjusted","All countries","Dollars","81","millions","6","v1001838699","1.2.2.2.1","116522.9","","","","1"
